12:17:59 loading abstraction from abstraction/
12:17:59   loaded_streets=('flop', 'turn', 'river'), lru_max=2000000
12:17:59 warming preflop-tier cache (~6s)...
12:18:02 config: DeepCFRConfig(advantage_hidden=(256, 256, 256), policy_hidden=(256, 256, 256), activation='relu', layer_norm=True, learning_rate=0.001, optimizer='adam', grad_clip=1.0, batch_size=256, outer_iters=250, traversals_per_iter=800, train_steps_per_iter=200, policy_train_steps=40000, advantage_buffer_size=500000, policy_buffer_size=3000000, cfr_weighting='linear', num_players_train=(6, 8, 9), seat_randomization=True, seed=2027, checkpoint_every=25, lbr_every=25)
12:18:02 training at table_size=9
12:18:02 training -> training/pilot-v3-9max/
12:18:59 [iter 1/250] 53.3s trav + 3.5s train (adv_buf=1631, policy_buf=20774, wall=0.9min, eta=235.7min)
12:20:41 [iter 2/250] 99.4s trav + 2.9s train (adv_buf=6673, policy_buf=82575, wall=2.7min, eta=328.8min)
12:22:12 [iter 3/250] 88.3s trav + 2.9s train (adv_buf=14944, policy_buf=135188, wall=4.2min, eta=343.5min)
12:23:05 [iter 4/250] 50.0s trav + 2.9s train (adv_buf=18245, policy_buf=165706, wall=5.1min, eta=310.8min)
12:24:02 [iter 5/250] 53.7s trav + 3.0s train (adv_buf=22645, policy_buf=199175, wall=6.0min, eta=293.9min)
12:24:48 [iter 6/250] 42.8s trav + 2.9s train (adv_buf=26703, policy_buf=228136, wall=6.8min, eta=274.9min)
12:25:35 [iter 7/250] 44.1s trav + 2.8s train (adv_buf=30368, policy_buf=256355, wall=7.5min, eta=261.8min)
12:26:28 [iter 8/250] 50.9s trav + 2.9s train (adv_buf=34759, policy_buf=287373, wall=8.4min, eta=255.2min)
12:27:23 [iter 9/250] 52.1s trav + 3.0s train (adv_buf=39526, policy_buf=318413, wall=9.4min, eta=250.5min)
12:28:06 [iter 10/250] 40.0s trav + 2.8s train (adv_buf=42875, policy_buf=344521, wall=10.1min, eta=241.7min)
12:28:57 [iter 11/250] 48.1s trav + 2.8s train (adv_buf=47230, policy_buf=373785, wall=10.9min, eta=237.2min)
12:30:04 [iter 12/250] 64.2s trav + 3.0s train (adv_buf=53897, policy_buf=411216, wall=12.0min, eta=238.7min)
12:45:15 [iter 13/250] 73.8s trav + 2.9s train (adv_buf=59168, policy_buf=445751, wall=13.3min, eta=242.7min)
12:46:08 [iter 14/250] 49.7s trav + 2.9s train (adv_buf=62623, policy_buf=474061, wall=14.2min, eta=239.2min)
